# If you analyze and sort this data correctly, the fourth line of the
# fourth group should show these machines and total:
#
#      maryann.girl.hut => thurston.howell.hut: 123456 bytes
#
lovey.howell.hut ginger.girl.hut 6167
maryann.girl.hut professor.hut 2267
fileserver.copyroom.hut professor.hut 1045
professor.hut skipper.crew.hut 448
professor.hut skipper.crew.hut 238
skipper.crew.hut laser3.copyroom.hut 741
professor.hut lovey.howell.hut 7162
professor.hut fileserver.copyroom.hut 251
ginger.girl.hut professor.hut 2887
ginger.girl.hut thurston.howell.hut 1301
professor.hut maryann.girl.hut 5089
lovey.howell.hut maryann.girl.hut 1773
thurston.howell.hut gilligan.crew.hut 1412
gilligan.crew.hut professor.hut 3644
fileserver.copyroom.hut skipper.crew.hut 3027
gilligan.crew.hut skipper.crew.hut 2066
lovey.howell.hut maryann.girl.hut 4636
skipper.crew.hut ginger.girl.hut 2846
thurston.howell.hut gilligan.crew.hut 878
thurston.howell.hut lovey.howell.hut 4770
gilligan.crew.hut laser3.copyroom.hut 8079
skipper.crew.hut professor.hut 1730
lovey.howell.hut fileserver.copyroom.hut 3115
professor.hut skipper.crew.hut 4335
gilligan.crew.hut maryann.girl.hut 4908
lovey.howell.hut professor.hut 6000
maryann.girl.hut skipper.crew.hut 1095
thurston.howell.hut maryann.girl.hut 1048
professor.hut laser3.copyroom.hut 1584
gilligan.crew.hut maryann.girl.hut 1207
skipper.crew.hut professor.hut 1934
gilligan.crew.hut fileserver.copyroom.hut 3854
professor.hut skipper.crew.hut 4427
maryann.girl.hut professor.hut 5251
skipper.crew.hut thurston.howell.hut 1264
ginger.girl.hut maryann.girl.hut 6643
fileserver.copyroom.hut maryann.girl.hut 2118
ginger.girl.hut laser3.copyroom.hut 6372
maryann.girl.hut thurston.howell.hut 3834
gilligan.crew.hut thurston.howell.hut 1759
professor.hut gilligan.crew.hut 3914
lovey.howell.hut fileserver.copyroom.hut 4480
skipper.crew.hut professor.hut 3561
gilligan.crew.hut laser3.copyroom.hut 5524
professor.hut fileserver.copyroom.hut 3216
maryann.girl.hut fileserver.copyroom.hut 2442
professor.hut gilligan.crew.hut 784
skipper.crew.hut gilligan.crew.hut 302
fileserver.copyroom.hut skipper.crew.hut 4018
professor.hut skipper.crew.hut 1440
lovey.howell.hut laser3.copyroom.hut 8236
gilligan.crew.hut lovey.howell.hut 2471
maryann.girl.hut gilligan.crew.hut 1126
fileserver.copyroom.hut skipper.crew.hut 4033
thurston.howell.hut fileserver.copyroom.hut 1828
ginger.girl.hut thurston.howell.hut 3791
thurston.howell.hut skipper.crew.hut 1883
lovey.howell.hut skipper.crew.hut 1375
thurston.howell.hut maryann.girl.hut 4183
professor.hut laser3.copyroom.hut 7227
maryann.girl.hut professor.hut 177
lovey.howell.hut maryann.girl.hut 6656
gilligan.crew.hut fileserver.copyroom.hut 3799
skipper.crew.hut professor.hut 2683
fileserver.copyroom.hut lovey.howell.hut 880
skipper.crew.hut maryann.girl.hut 2689
gilligan.crew.hut professor.hut 6163
thurston.howell.hut fileserver.copyroom.hut 1539
professor.hut laser3.copyroom.hut 7278
fileserver.copyroom.hut professor.hut 2998
thurston.howell.hut maryann.girl.hut 2564
thurston.howell.hut fileserver.copyroom.hut 1123
skipper.crew.hut fileserver.copyroom.hut 577
skipper.crew.hut ginger.girl.hut 2423
gilligan.crew.hut lovey.howell.hut 2155
professor.hut fileserver.copyroom.hut 524
skipper.crew.hut maryann.girl.hut 71
ginger.girl.hut gilligan.crew.hut 2800
lovey.howell.hut ginger.girl.hut 2242
skipper.crew.hut fileserver.copyroom.hut 625
skipper.crew.hut laser3.copyroom.hut 2631
maryann.girl.hut professor.hut 1171
lovey.howell.hut professor.hut 5944
maryann.girl.hut skipper.crew.hut 518
fileserver.copyroom.hut skipper.crew.hut 1805
fileserver.copyroom.hut maryann.girl.hut 4774
ginger.girl.hut lovey.howell.hut 511
thurston.howell.hut skipper.crew.hut 1681
ginger.girl.hut maryann.girl.hut 3622
skipper.crew.hut ginger.girl.hut 1008
maryann.girl.hut ginger.girl.hut 1532
thurston.howell.hut lovey.howell.hut 643
fileserver.copyroom.hut ginger.girl.hut 1713
fileserver.copyroom.hut professor.hut 6332
maryann.girl.hut thurston.howell.hut 3273
ginger.girl.hut maryann.girl.hut 7493
skipper.crew.hut gilligan.crew.hut 437
fileserver.copyroom.hut lovey.howell.hut 3382
ginger.girl.hut gilligan.crew.hut 764
lovey.howell.hut ginger.girl.hut 5129
professor.hut ginger.girl.hut 179
skipper.crew.hut thurston.howell.hut 636
gilligan.crew.hut lovey.howell.hut 1625
professor.hut gilligan.crew.hut 532
lovey.howell.hut skipper.crew.hut 1971
professor.hut laser3.copyroom.hut 4316
maryann.girl.hut professor.hut 877
professor.hut fileserver.copyroom.hut 3488
thurston.howell.hut gilligan.crew.hut 2453
gilligan.crew.hut ginger.girl.hut 1586
gilligan.crew.hut skipper.crew.hut 3866
lovey.howell.hut thurston.howell.hut 6587
lovey.howell.hut laser3.copyroom.hut 7050
lovey.howell.hut thurston.howell.hut 2445
gilligan.crew.hut professor.hut 3879
thurston.howell.hut professor.hut 4107
skipper.crew.hut maryann.girl.hut 3432
thurston.howell.hut lovey.howell.hut 2569
lovey.howell.hut thurston.howell.hut 5859
maryann.girl.hut ginger.girl.hut 3606
gilligan.crew.hut fileserver.copyroom.hut 1731
lovey.howell.hut maryann.girl.hut 2418
gilligan.crew.hut laser3.copyroom.hut 689
ginger.girl.hut gilligan.crew.hut 251
skipper.crew.hut professor.hut 128
thurston.howell.hut lovey.howell.hut 2997
skipper.crew.hut ginger.girl.hut 1387
maryann.girl.hut fileserver.copyroom.hut 1395
maryann.girl.hut professor.hut 3748
maryann.girl.hut lovey.howell.hut 4579
thurston.howell.hut laser3.copyroom.hut 6784
gilligan.crew.hut skipper.crew.hut 1264
thurston.howell.hut lovey.howell.hut 451
skipper.crew.hut gilligan.crew.hut 1444
fileserver.copyroom.hut gilligan.crew.hut 3041
gilligan.crew.hut skipper.crew.hut 1522
thurston.howell.hut ginger.girl.hut 2761
fileserver.copyroom.hut maryann.girl.hut 5406
maryann.girl.hut laser3.copyroom.hut 2043
gilligan.crew.hut ginger.girl.hut 5306
thurston.howell.hut fileserver.copyroom.hut 557
ginger.girl.hut lovey.howell.hut 4434
gilligan.crew.hut lovey.howell.hut 2879
maryann.girl.hut thurston.howell.hut 2670
maryann.girl.hut professor.hut 2146
maryann.girl.hut skipper.crew.hut 628
skipper.crew.hut professor.hut 2620
gilligan.crew.hut fileserver.copyroom.hut 2679
skipper.crew.hut professor.hut 2553
thurston.howell.hut professor.hut 4494
professor.hut skipper.crew.hut 2899
thurston.howell.hut fileserver.copyroom.hut 556
lovey.howell.hut thurston.howell.hut 5399
professor.hut lovey.howell.hut 849
skipper.crew.hut laser3.copyroom.hut 5091
gilligan.crew.hut lovey.howell.hut 4309
professor.hut ginger.girl.hut 394
skipper.crew.hut ginger.girl.hut 3558
thurston.howell.hut skipper.crew.hut 583
fileserver.copyroom.hut lovey.howell.hut 240
thurston.howell.hut ginger.girl.hut 3282
ginger.girl.hut maryann.girl.hut 3212
maryann.girl.hut thurston.howell.hut 583
gilligan.crew.hut thurston.howell.hut 670
gilligan.crew.hut laser3.copyroom.hut 682
professor.hut ginger.girl.hut 808
professor.hut thurston.howell.hut 2174
maryann.girl.hut skipper.crew.hut 2656
professor.hut maryann.girl.hut 5284
fileserver.copyroom.hut skipper.crew.hut 3328
gilligan.crew.hut thurston.howell.hut 3250
ginger.girl.hut maryann.girl.hut 7377
maryann.girl.hut ginger.girl.hut 6178
professor.hut maryann.girl.hut 2875
gilligan.crew.hut skipper.crew.hut 4283
lovey.howell.hut skipper.crew.hut 5409
ginger.girl.hut gilligan.crew.hut 2530
maryann.girl.hut thurston.howell.hut 4198
thurston.howell.hut skipper.crew.hut 1194
fileserver.copyroom.hut skipper.crew.hut 1388
fileserver.copyroom.hut ginger.girl.hut 3947
maryann.girl.hut lovey.howell.hut 5365
professor.hut lovey.howell.hut 4992
fileserver.copyroom.hut professor.hut 2247
thurston.howell.hut skipper.crew.hut 1937
maryann.girl.hut lovey.howell.hut 112
thurston.howell.hut fileserver.copyroom.hut 154
skipper.crew.hut ginger.girl.hut 1699
gilligan.crew.hut laser3.copyroom.hut 5856
skipper.crew.hut professor.hut 2150
skipper.crew.hut maryann.girl.hut 3161
gilligan.crew.hut fileserver.copyroom.hut 3928
professor.hut skipper.crew.hut 1512
maryann.girl.hut laser3.copyroom.hut 4146
maryann.girl.hut fileserver.copyroom.hut 2327
thurston.howell.hut maryann.girl.hut 2932
lovey.howell.hut ginger.girl.hut 7012
gilligan.crew.hut fileserver.copyroom.hut 2512
thurston.howell.hut gilligan.crew.hut 114
ginger.girl.hut gilligan.crew.hut 4533
lovey.howell.hut ginger.girl.hut 2395
thurston.howell.hut lovey.howell.hut 1165
skipper.crew.hut maryann.girl.hut 3427
lovey.howell.hut gilligan.crew.hut 4648
gilligan.crew.hut maryann.girl.hut 2647
fileserver.copyroom.hut thurston.howell.hut 4567
professor.hut thurston.howell.hut 1825
thurston.howell.hut maryann.girl.hut 1236
skipper.crew.hut thurston.howell.hut 1474
maryann.girl.hut fileserver.copyroom.hut 2709
lovey.howell.hut laser3.copyroom.hut 3647
gilligan.crew.hut fileserver.copyroom.hut 4584
lovey.howell.hut maryann.girl.hut 4219
ginger.girl.hut lovey.howell.hut 2953
ginger.girl.hut gilligan.crew.hut 3859
lovey.howell.hut thurston.howell.hut 5389
professor.hut gilligan.crew.hut 2797
fileserver.copyroom.hut skipper.crew.hut 2357
maryann.girl.hut gilligan.crew.hut 842
thurston.howell.hut lovey.howell.hut 4498
maryann.girl.hut gilligan.crew.hut 2135
lovey.howell.hut laser3.copyroom.hut 2635
thurston.howell.hut skipper.crew.hut 394
ginger.girl.hut lovey.howell.hut 973
professor.hut lovey.howell.hut 1979
ginger.girl.hut fileserver.copyroom.hut 4498
gilligan.crew.hut thurston.howell.hut 4363
lovey.howell.hut thurston.howell.hut 5176
skipper.crew.hut ginger.girl.hut 4187
lovey.howell.hut fileserver.copyroom.hut 4720
fileserver.copyroom.hut thurston.howell.hut 4218
skipper.crew.hut lovey.howell.hut 4001
maryann.girl.hut gilligan.crew.hut 730
thurston.howell.hut lovey.howell.hut 5443
lovey.howell.hut fileserver.copyroom.hut 3628
skipper.crew.hut ginger.girl.hut 601
skipper.crew.hut laser3.copyroom.hut 2527
ginger.girl.hut lovey.howell.hut 7665
fileserver.copyroom.hut professor.hut 5815
fileserver.copyroom.hut gilligan.crew.hut 3122
lovey.howell.hut fileserver.copyroom.hut 1407
lovey.howell.hut maryann.girl.hut 3595
gilligan.crew.hut skipper.crew.hut 102
lovey.howell.hut fileserver.copyroom.hut 2672
ginger.girl.hut professor.hut 4058
ginger.girl.hut skipper.crew.hut 576
lovey.howell.hut thurston.howell.hut 5071
ginger.girl.hut laser3.copyroom.hut 9280
thurston.howell.hut maryann.girl.hut 4562
professor.hut maryann.girl.hut 4371
maryann.girl.hut professor.hut 3020
thurston.howell.hut gilligan.crew.hut 1752
gilligan.crew.hut lovey.howell.hut 2283
fileserver.copyroom.hut lovey.howell.hut 1388
thurston.howell.hut laser3.copyroom.hut 5849
skipper.crew.hut ginger.girl.hut 3482
thurston.howell.hut gilligan.crew.hut 1701
gilligan.crew.hut skipper.crew.hut 3672
ginger.girl.hut thurston.howell.hut 1078
maryann.girl.hut ginger.girl.hut 4979
lovey.howell.hut thurston.howell.hut 599
ginger.girl.hut skipper.crew.hut 4593
thurston.howell.hut laser3.copyroom.hut 1030
maryann.girl.hut skipper.crew.hut 1640
lovey.howell.hut laser3.copyroom.hut 6894
skipper.crew.hut fileserver.copyroom.hut 467
ginger.girl.hut fileserver.copyroom.hut 3658
lovey.howell.hut gilligan.crew.hut 4044
ginger.girl.hut gilligan.crew.hut 1126
fileserver.copyroom.hut skipper.crew.hut 1208
lovey.howell.hut thurston.howell.hut 1669
professor.hut ginger.girl.hut 5310
gilligan.crew.hut ginger.girl.hut 36
gilligan.crew.hut lovey.howell.hut 6073
skipper.crew.hut professor.hut 3007
skipper.crew.hut thurston.howell.hut 2328
lovey.howell.hut thurston.howell.hut 786
fileserver.copyroom.hut ginger.girl.hut 3825
gilligan.crew.hut fileserver.copyroom.hut 4717
fileserver.copyroom.hut gilligan.crew.hut 2384
ginger.girl.hut skipper.crew.hut 2825
lovey.howell.hut thurston.howell.hut 1941
thurston.howell.hut fileserver.copyroom.hut 1582
ginger.girl.hut fileserver.copyroom.hut 2663
skipper.crew.hut laser3.copyroom.hut 387
fileserver.copyroom.hut lovey.howell.hut 6199
gilligan.crew.hut fileserver.copyroom.hut 3553
skipper.crew.hut gilligan.crew.hut 454
gilligan.crew.hut ginger.girl.hut 4614
ginger.girl.hut lovey.howell.hut 3509
maryann.girl.hut gilligan.crew.hut 1642
fileserver.copyroom.hut ginger.girl.hut 3710
maryann.girl.hut laser3.copyroom.hut 6187
maryann.girl.hut ginger.girl.hut 5584
professor.hut gilligan.crew.hut 3409
ginger.girl.hut maryann.girl.hut 4213
professor.hut skipper.crew.hut 2057
skipper.crew.hut gilligan.crew.hut 1352
skipper.crew.hut laser3.copyroom.hut 1707
maryann.girl.hut laser3.copyroom.hut 6109
ginger.girl.hut laser3.copyroom.hut 7328
thurston.howell.hut maryann.girl.hut 78
gilligan.crew.hut laser3.copyroom.hut 218
professor.hut fileserver.copyroom.hut 2354
skipper.crew.hut gilligan.crew.hut 453
thurston.howell.hut skipper.crew.hut 1491
thurston.howell.hut maryann.girl.hut 2727
ginger.girl.hut gilligan.crew.hut 547
skipper.crew.hut gilligan.crew.hut 740
lovey.howell.hut laser3.copyroom.hut 8173
fileserver.copyroom.hut thurston.howell.hut 774
gilligan.crew.hut maryann.girl.hut 1097
gilligan.crew.hut laser3.copyroom.hut 1776
fileserver.copyroom.hut gilligan.crew.hut 2669
fileserver.copyroom.hut maryann.girl.hut 5847
skipper.crew.hut professor.hut 3025
ginger.girl.hut maryann.girl.hut 5166
ginger.girl.hut laser3.copyroom.hut 701
fileserver.copyroom.hut lovey.howell.hut 1393
lovey.howell.hut professor.hut 4865
maryann.girl.hut skipper.crew.hut 1748
fileserver.copyroom.hut ginger.girl.hut 1015
skipper.crew.hut fileserver.copyroom.hut 556
maryann.girl.hut lovey.howell.hut 5002
professor.hut lovey.howell.hut 5944
skipper.crew.hut maryann.girl.hut 2409
ginger.girl.hut gilligan.crew.hut 2397
professor.hut lovey.howell.hut 5895
fileserver.copyroom.hut professor.hut 3506
gilligan.crew.hut lovey.howell.hut 3751
gilligan.crew.hut fileserver.copyroom.hut 289
ginger.girl.hut professor.hut 5270
maryann.girl.hut fileserver.copyroom.hut 3520
ginger.girl.hut thurston.howell.hut 4801
skipper.crew.hut fileserver.copyroom.hut 561
maryann.girl.hut thurston.howell.hut 2450
professor.hut gilligan.crew.hut 519
ginger.girl.hut laser3.copyroom.hut 1622
thurston.howell.hut maryann.girl.hut 1928
maryann.girl.hut skipper.crew.hut 830
ginger.girl.hut laser3.copyroom.hut 7555
thurston.howell.hut fileserver.copyroom.hut 2041
skipper.crew.hut thurston.howell.hut 1400
maryann.girl.hut lovey.howell.hut 7199
gilligan.crew.hut maryann.girl.hut 5300
thurston.howell.hut maryann.girl.hut 1705
lovey.howell.hut laser3.copyroom.hut 9419
thurston.howell.hut ginger.girl.hut 4437
skipper.crew.hut maryann.girl.hut 3600
gilligan.crew.hut fileserver.copyroom.hut 1262
skipper.crew.hut gilligan.crew.hut 1245
skipper.crew.hut gilligan.crew.hut 194
thurston.howell.hut professor.hut 3176
fileserver.copyroom.hut professor.hut 3081
thurston.howell.hut lovey.howell.hut 4360
skipper.crew.hut maryann.girl.hut 2289
fileserver.copyroom.hut thurston.howell.hut 4474
thurston.howell.hut skipper.crew.hut 2361
skipper.crew.hut ginger.girl.hut 2697
thurston.howell.hut lovey.howell.hut 884
thurston.howell.hut professor.hut 751
thurston.howell.hut fileserver.copyroom.hut 104
professor.hut thurston.howell.hut 3251
skipper.crew.hut professor.hut 3872
thurston.howell.hut fileserver.copyroom.hut 882
ginger.girl.hut gilligan.crew.hut 3674
professor.hut lovey.howell.hut 2701
ginger.girl.hut thurston.howell.hut 974
professor.hut maryann.girl.hut 5789
fileserver.copyroom.hut ginger.girl.hut 5063
professor.hut maryann.girl.hut 2528
gilligan.crew.hut skipper.crew.hut 4129
skipper.crew.hut fileserver.copyroom.hut 325
maryann.girl.hut thurston.howell.hut 2814
lovey.howell.hut maryann.girl.hut 2819
skipper.crew.hut ginger.girl.hut 3006
lovey.howell.hut fileserver.copyroom.hut 871
fileserver.copyroom.hut gilligan.crew.hut 3196
professor.hut fileserver.copyroom.hut 1101
skipper.crew.hut fileserver.copyroom.hut 960
ginger.girl.hut laser3.copyroom.hut 8542
ginger.girl.hut fileserver.copyroom.hut 2186
thurston.howell.hut fileserver.copyroom.hut 2109
fileserver.copyroom.hut professor.hut 4378
ginger.girl.hut lovey.howell.hut 1285
lovey.howell.hut thurston.howell.hut 3137
thurston.howell.hut lovey.howell.hut 229
maryann.girl.hut thurston.howell.hut 4387
fileserver.copyroom.hut gilligan.crew.hut 540
maryann.girl.hut professor.hut 5004
fileserver.copyroom.hut thurston.howell.hut 93
ginger.girl.hut fileserver.copyroom.hut 2562
thurston.howell.hut gilligan.crew.hut 606
ginger.girl.hut lovey.howell.hut 1332
gilligan.crew.hut skipper.crew.hut 4690
fileserver.copyroom.hut ginger.girl.hut 2346
maryann.girl.hut thurston.howell.hut 1952
fileserver.copyroom.hut thurston.howell.hut 4447
lovey.howell.hut ginger.girl.hut 276
gilligan.crew.hut laser3.copyroom.hut 6180
gilligan.crew.hut professor.hut 683
lovey.howell.hut professor.hut 2286
thurston.howell.hut skipper.crew.hut 2422
lovey.howell.hut laser3.copyroom.hut 7777
lovey.howell.hut fileserver.copyroom.hut 4471
gilligan.crew.hut ginger.girl.hut 2905
maryann.girl.hut skipper.crew.hut 2452
ginger.girl.hut skipper.crew.hut 720
professor.hut laser3.copyroom.hut 4705
fileserver.copyroom.hut maryann.girl.hut 5309
ginger.girl.hut thurston.howell.hut 1599
gilligan.crew.hut fileserver.copyroom.hut 2814
gilligan.crew.hut laser3.copyroom.hut 170
maryann.girl.hut ginger.girl.hut 416
thurston.howell.hut maryann.girl.hut 1398
fileserver.copyroom.hut maryann.girl.hut 1939
lovey.howell.hut maryann.girl.hut 7034
thurston.howell.hut lovey.howell.hut 1933
ginger.girl.hut maryann.girl.hut 1103
ginger.girl.hut maryann.girl.hut 6471
professor.hut thurston.howell.hut 913
thurston.howell.hut laser3.copyroom.hut 3607
ginger.girl.hut skipper.crew.hut 5347
gilligan.crew.hut thurston.howell.hut 3108
skipper.crew.hut professor.hut 9
skipper.crew.hut ginger.girl.hut 4004
ginger.girl.hut skipper.crew.hut 4064
fileserver.copyroom.hut gilligan.crew.hut 3373
gilligan.crew.hut fileserver.copyroom.hut 1498
maryann.girl.hut thurston.howell.hut 3199
skipper.crew.hut fileserver.copyroom.hut 1124
thurston.howell.hut fileserver.copyroom.hut 711
professor.hut gilligan.crew.hut 1052
lovey.howell.hut gilligan.crew.hut 979
skipper.crew.hut professor.hut 1067
fileserver.copyroom.hut skipper.crew.hut 1162
professor.hut thurston.howell.hut 649
maryann.girl.hut professor.hut 3711
maryann.girl.hut thurston.howell.hut 3242
skipper.crew.hut maryann.girl.hut 1624
fileserver.copyroom.hut thurston.howell.hut 1761
thurston.howell.hut ginger.girl.hut 3060
maryann.girl.hut gilligan.crew.hut 575
maryann.girl.hut laser3.copyroom.hut 7295
professor.hut laser3.copyroom.hut 108
maryann.girl.hut gilligan.crew.hut 2579
ginger.girl.hut thurston.howell.hut 4660
lovey.howell.hut professor.hut 4307
lovey.howell.hut laser3.copyroom.hut 7574
professor.hut skipper.crew.hut 4338
thurston.howell.hut fileserver.copyroom.hut 864
fileserver.copyroom.hut skipper.crew.hut 4215
gilligan.crew.hut maryann.girl.hut 1935
gilligan.crew.hut thurston.howell.hut 4321
gilligan.crew.hut ginger.girl.hut 803
maryann.girl.hut skipper.crew.hut 1364
lovey.howell.hut ginger.girl.hut 2977
professor.hut ginger.girl.hut 3562
fileserver.copyroom.hut lovey.howell.hut 3869
lovey.howell.hut skipper.crew.hut 6341
fileserver.copyroom.hut maryann.girl.hut 5718
skipper.crew.hut professor.hut 4143
fileserver.copyroom.hut ginger.girl.hut 4518
lovey.howell.hut thurston.howell.hut 7056
thurston.howell.hut laser3.copyroom.hut 6484
thurston.howell.hut ginger.girl.hut 3163
gilligan.crew.hut thurston.howell.hut 4654
gilligan.crew.hut maryann.girl.hut 6183
maryann.girl.hut lovey.howell.hut 2296
thurston.howell.hut maryann.girl.hut 3573
professor.hut gilligan.crew.hut 1386
thurston.howell.hut maryann.girl.hut 3012
thurston.howell.hut gilligan.crew.hut 139
gilligan.crew.hut maryann.girl.hut 6484
gilligan.crew.hut thurston.howell.hut 1490
fileserver.copyroom.hut ginger.girl.hut 6286
thurston.howell.hut professor.hut 861
gilligan.crew.hut lovey.howell.hut 4316
lovey.howell.hut fileserver.copyroom.hut 1989
maryann.girl.hut laser3.copyroom.hut 1245
ginger.girl.hut professor.hut 7467
gilligan.crew.hut laser3.copyroom.hut 6241
lovey.howell.hut professor.hut 2264
lovey.howell.hut fileserver.copyroom.hut 3090
gilligan.crew.hut maryann.girl.hut 715
thurston.howell.hut gilligan.crew.hut 184
ginger.girl.hut skipper.crew.hut 514
gilligan.crew.hut skipper.crew.hut 2265
maryann.girl.hut skipper.crew.hut 3597
fileserver.copyroom.hut maryann.girl.hut 1320
ginger.girl.hut gilligan.crew.hut 18
fileserver.copyroom.hut maryann.girl.hut 2560
fileserver.copyroom.hut thurston.howell.hut 4193
professor.hut gilligan.crew.hut 1055
gilligan.crew.hut laser3.copyroom.hut 1489
ginger.girl.hut gilligan.crew.hut 1906
gilligan.crew.hut laser3.copyroom.hut 8390
fileserver.copyroom.hut maryann.girl.hut 4818
gilligan.crew.hut maryann.girl.hut 1300
ginger.girl.hut skipper.crew.hut 1174
skipper.crew.hut thurston.howell.hut 2083
gilligan.crew.hut professor.hut 4807
gilligan.crew.hut thurston.howell.hut 4114
maryann.girl.hut thurston.howell.hut 3289
professor.hut laser3.copyroom.hut 4634
gilligan.crew.hut fileserver.copyroom.hut 2119
professor.hut skipper.crew.hut 2373
skipper.crew.hut laser3.copyroom.hut 1474
maryann.girl.hut laser3.copyroom.hut 3563
thurston.howell.hut laser3.copyroom.hut 4461
fileserver.copyroom.hut ginger.girl.hut 2579
lovey.howell.hut professor.hut 3117
fileserver.copyroom.hut ginger.girl.hut 3228
professor.hut skipper.crew.hut 3947
ginger.girl.hut maryann.girl.hut 7237
thurston.howell.hut skipper.crew.hut 2595
skipper.crew.hut laser3.copyroom.hut 4003
fileserver.copyroom.hut ginger.girl.hut 5818
skipper.crew.hut gilligan.crew.hut 1649
professor.hut thurston.howell.hut 4555
gilligan.crew.hut skipper.crew.hut 4804
maryann.girl.hut laser3.copyroom.hut 1711
professor.hut thurston.howell.hut 3490
gilligan.crew.hut laser3.copyroom.hut 10874
ginger.girl.hut maryann.girl.hut 7219
thurston.howell.hut skipper.crew.hut 772
maryann.girl.hut gilligan.crew.hut 2780
thurston.howell.hut professor.hut 3639
skipper.crew.hut fileserver.copyroom.hut 644
professor.hut maryann.girl.hut 3930
maryann.girl.hut ginger.girl.hut 889
gilligan.crew.hut skipper.crew.hut 3509
gilligan.crew.hut maryann.girl.hut 3315
fileserver.copyroom.hut gilligan.crew.hut 1384
skipper.crew.hut fileserver.copyroom.hut 798
maryann.girl.hut thurston.howell.hut 161
skipper.crew.hut professor.hut 4075
gilligan.crew.hut fileserver.copyroom.hut 2948
maryann.girl.hut lovey.howell.hut 3122
lovey.howell.hut professor.hut 8702
gilligan.crew.hut laser3.copyroom.hut 8316
gilligan.crew.hut laser3.copyroom.hut 9401
ginger.girl.hut gilligan.crew.hut 3444
maryann.girl.hut thurston.howell.hut 4808
maryann.girl.hut thurston.howell.hut 681
gilligan.crew.hut ginger.girl.hut 5482
professor.hut thurston.howell.hut 3425
ginger.girl.hut laser3.copyroom.hut 5367
thurston.howell.hut lovey.howell.hut 3663
lovey.howell.hut laser3.copyroom.hut 674
fileserver.copyroom.hut skipper.crew.hut 27
maryann.girl.hut laser3.copyroom.hut 3257
lovey.howell.hut thurston.howell.hut 2216
maryann.girl.hut ginger.girl.hut 2812
maryann.girl.hut lovey.howell.hut 4785
gilligan.crew.hut thurston.howell.hut 2314
gilligan.crew.hut fileserver.copyroom.hut 1326
lovey.howell.hut thurston.howell.hut 3581
thurston.howell.hut professor.hut 1371
ginger.girl.hut professor.hut 7620
maryann.girl.hut ginger.girl.hut 6095
gilligan.crew.hut thurston.howell.hut 2331
maryann.girl.hut lovey.howell.hut 1246
fileserver.copyroom.hut maryann.girl.hut 5685
professor.hut skipper.crew.hut 2175
thurston.howell.hut laser3.copyroom.hut 2315
ginger.girl.hut gilligan.crew.hut 2635
maryann.girl.hut thurston.howell.hut 2390
skipper.crew.hut fileserver.copyroom.hut 326
fileserver.copyroom.hut professor.hut 4899
